city,province,country,latitude,longitude,postal_prefix,search_key,region_code,is_capital,is_major_market,population_hint,timezone
Maberly,Ontario,CA,,,,maberly,ON,false,false,,America/Toronto
Mabou,Nova Scotia,CA,,,,mabou,NS,false,false,,America/Halifax
Macamic,Quebec,CA,,,,macamic,QC,false,false,,America/Montreal
Maccan,Nova Scotia,CA,,,,maccan,NS,false,false,,America/Halifax
Macdiarmid,Ontario,CA,,,,macdiarmid,ON,false,false,,America/Toronto
Maces Bay,New Brunswick,CA,,,,macesbay,NB,false,false,,America/Moncton
MacGregor,Manitoba,CA,,,,macgregor,MB,false,false,,America/Winnipeg
Mackenzie,British Columbia,CA,,,,mackenzie,BC,false,false,,America/Vancouver
Macklin,Saskatchewan,CA,,,,macklin,SK,false,false,,America/Regina
Macrorie,Saskatchewan,CA,,,,macrorie,SK,false,false,,America/Regina
MacTier,Ontario,CA,,,,mactier,ON,false,false,,America/Toronto
Madoc,Ontario,CA,,,,madoc,ON,false,false,,America/Toronto
Madsen,Ontario,CA,,,,madsen,ON,false,false,,America/Toronto
Mafeking,Manitoba,CA,,,,mafeking,MB,false,false,,America/Winnipeg
Magnetawan,Ontario,CA,,,,magnetawan,ON,false,false,,America/Toronto
Magnetawan First Nation,Ontario,CA,,,,magnetawanfirstnation,ON,false,false,,America/Toronto
Magog,Quebec,CA,,,,magog,QC,false,false,,America/Montreal
Magrath,Alberta,CA,,,,magrath,AB,false,false,,America/Edmonton
Mahone Bay,Nova Scotia,CA,,,,mahonebay,NS,false,false,,America/Halifax
Maidstone,Ontario,CA,,,,maidstone,ON,false,false,,America/Toronto
Maidstone,Saskatchewan,CA,,,,maidstone,SK,false,false,,America/Regina
Main Brook,Newfoundland,CA,,,,mainbrook,NL,false,false,,America/St_Johns
Maitland,Nova Scotia,CA,,,,maitland,NS,false,false,,America/Halifax
Maitland,Ontario,CA,,,,maitland,ON,false,false,,America/Toronto
Makkovik,Newfoundland,CA,,,,makkovik,NL,false,false,,America/St_Johns
Malartic,Quebec,CA,,,,malartic,QC,false,false,,America/Montreal
Mallorytown,Ontario,CA,,,,mallorytown,ON,false,false,,America/Toronto
Malton,Ontario,CA,,,,malton,ON,false,false,,America/Toronto
Manic-Cinq,Quebec,CA,,,,maniccinq,QC,false,false,,America/Montreal
Manigotagan,Manitoba,CA,,,,manigotagan,MB,false,false,,America/Winnipeg
Manitou,Manitoba,CA,,,,manitou,MB,false,false,,America/Winnipeg
Manitouwadge,Ontario,CA,,,,manitouwadge,ON,false,false,,America/Toronto
Manitowaning,Ontario,CA,,,,manitowaning,ON,false,false,,America/Toronto
Maniwaki,Quebec,CA,,,,maniwaki,QC,false,false,,America/Montreal
Mankota,Saskatchewan,CA,,,,mankota,SK,false,false,,America/Regina
Manning,Alberta,CA,,,,manning,AB,false,false,,America/Edmonton
Mannville,Alberta,CA,,,,mannville,AB,false,false,,America/Edmonton
Manor,Saskatchewan,CA,,,,manor,SK,false,false,,America/Regina
Manotick,Ontario,CA,,,,manotick,ON,false,false,,America/Toronto
Manouane,Quebec,CA,,,,manouane,QC,false,false,,America/Montreal
Manseau,Quebec,CA,,,,manseau,QC,false,false,,America/Montreal
Mansonville,Quebec,CA,,,,mansonville,QC,false,false,,America/Montreal
Manyberries,Alberta,CA,,,,manyberries,AB,false,false,,America/Edmonton
Maple,Ontario,CA,,,,maple,ON,false,false,,America/Toronto
Maple Creek,Saskatchewan,CA,,,,maplecreek,SK,false,false,,America/Regina
Maple Grove,Quebec,CA,,,,maplegrove,QC,false,false,,America/Montreal
Maple Ridge,British Columbia,CA,,,,mapleridge,BC,false,false,,America/Vancouver
Marathon,Ontario,CA,,,,marathon,ON,false,false,,America/Toronto
Marcelin,Saskatchewan,CA,,,,marcelin,SK,false,false,,America/Regina
Margaree Forks,Nova Scotia,CA,,,,margareeforks,NS,false,false,,America/Halifax
Margo,Saskatchewan,CA,,,,margo,SK,false,false,,America/Regina
Maria,Quebec,CA,,,,maria,QC,false,false,,America/Montreal
Marieville,Quebec,CA,,,,marieville,QC,false,false,,America/Montreal
Marion Bridge,Nova Scotia,CA,,,,marionbridge,NS,false,false,,America/Halifax
Markdale,Ontario,CA,,,,markdale,ON,false,false,,America/Toronto
Markham,Ontario,CA,,,,markham,ON,false,false,,America/Toronto
Markstay,Ontario,CA,,,,markstay,ON,false,false,,America/Toronto
Marlboro,Alberta,CA,,,,marlboro,AB,false,false,,America/Edmonton
Marmora,Ontario,CA,,,,marmora,ON,false,false,,America/Toronto
Marquis,Saskatchewan,CA,,,,marquis,SK,false,false,,America/Regina
Marsden,Saskatchewan,CA,,,,marsden,SK,false,false,,America/Regina
Marsh Lake,Yukon,CA,,,,marshlake,YT,false,false,,America/Whitehorse
Marshall,Saskatchewan,CA,,,,marshall,SK,false,false,,America/Regina
Marsoui,Quebec,CA,,,,marsoui,QC,false,false,,America/Montreal
Marten Falls First Nation,Ontario,CA,,,,martenfallsfirstnation,ON,false,false,,America/Toronto
Marten River,Ontario,CA,,,,martenriver,ON,false,false,,America/Toronto
Martensville,Saskatchewan,CA,,,,martensville,SK,false,false,,America/Regina
Martintown,Ontario,CA,,,,martintown,ON,false,false,,America/Toronto
Marwayne,Alberta,CA,,,,marwayne,AB,false,false,,America/Edmonton
Maryfield,Saskatchewan,CA,,,,maryfield,SK,false,false,,America/Regina
Marystown,Newfoundland,CA,,,,marystown,NL,false,false,,America/St_Johns
Mary`s Harbour,Newfoundland,CA,,,,marysharbour,NL,false,false,,America/St_Johns
Mascouche,Quebec,CA,,,,mascouche,QC,false,false,,America/Montreal
Maskinonge,Quebec,CA,,,,maskinonge,QC,false,false,,America/Montreal
Masset,British Columbia,CA,,,,masset,BC,false,false,,America/Vancouver
Massey,Ontario,CA,,,,massey,ON,false,false,,America/Toronto
Massey Drive,Newfoundland,CA,,,,masseydrive,NL,false,false,,America/St_Johns
Masson-Angers,Quebec,CA,,,,massonangers,QC,false,false,,America/Montreal
Massueville,Quebec,CA,,,,massueville,QC,false,false,,America/Montreal
Mastigouche,Quebec,CA,,,,mastigouche,QC,false,false,,America/Montreal
Matachewan,Ontario,CA,,,,matachewan,ON,false,false,,America/Toronto
Matagami,Quebec,CA,,,,matagami,QC,false,false,,America/Montreal
Matane,Quebec,CA,,,,matane,QC,false,false,,America/Montreal
Matapedia,Quebec,CA,,,,matapedia,QC,false,false,,America/Montreal
Matheson,Ontario,CA,,,,matheson,ON,false,false,,America/Toronto
Mattawa,Ontario,CA,,,,mattawa,ON,false,false,,America/Toronto
Mattice,Ontario,CA,,,,mattice,ON,false,false,,America/Toronto
Maxville,Ontario,CA,,,,maxville,ON,false,false,,America/Toronto
Mayerthorpe,Alberta,CA,,,,mayerthorpe,AB,false,false,,America/Edmonton
Maymont,Saskatchewan,CA,,,,maymont,SK,false,false,,America/Regina
Maynooth,Ontario,CA,,,,maynooth,ON,false,false,,America/Toronto
Mayo,Yukon,CA,,,,mayo,YT,false,false,,America/Whitehorse
McAdam,New Brunswick,CA,,,,mcadam,NB,false,false,,America/Moncton
McAuley,Manitoba,CA,,,,mcauley,MB,false,false,,America/Winnipeg
McBride,British Columbia,CA,,,,mcbride,BC,false,false,,America/Vancouver
McCreary,Manitoba,CA,,,,mccreary,MB,false,false,,America/Winnipeg
McDonalds Corners,Ontario,CA,,,,mcdonaldscorners,ON,false,false,,America/Toronto
McGregor,Ontario,CA,,,,mcgregor,ON,false,false,,America/Toronto
McIver`s,Newfoundland,CA,,,,mcivers,NL,false,false,,America/St_Johns
McKellar,Ontario,CA,,,,mckellar,ON,false,false,,America/Toronto
McLeese Lake,British Columbia,CA,,,,mcleeselake,BC,false,false,,America/Vancouver
McLennan,Alberta,CA,,,,mclennan,AB,false,false,,America/Edmonton
McLeod Lake,British Columbia,CA,,,,mcleodlake,BC,false,false,,America/Vancouver
Mcmasterville,Quebec,CA,,,,mcmasterville,QC,false,false,,America/Montreal
Meacham,Saskatchewan,CA,,,,meacham,SK,false,false,,America/Regina
Meadow Lake,Saskatchewan,CA,,,,meadowlake,SK,false,false,,America/Regina
Meaford,Ontario,CA,,,,meaford,ON,false,false,,America/Toronto
Meander River,Alberta,CA,,,,meanderriver,AB,false,false,,America/Edmonton
Meath Park,Saskatchewan,CA,,,,meathpark,SK,false,false,,America/Regina
Medicine Hat,Alberta,CA,,,,medicinehat,AB,false,false,,America/Edmonton
Meductic,New Brunswick,CA,,,,meductic,NB,false,false,,America/Moncton
Melbourne,Ontario,CA,,,,melbourne,ON,false,false,,America/Toronto
Melbourne,Quebec,CA,,,,melbourne,QC,false,false,,America/Montreal
Melfort,Saskatchewan,CA,,,,melfort,SK,false,false,,America/Regina
Melita,Manitoba,CA,,,,melita,MB,false,false,,America/Winnipeg
Mellin,Quebec,CA,,,,mellin,QC,false,false,,America/Montreal
Melocheville,Quebec,CA,,,,melocheville,QC,false,false,,America/Montreal
Melrose,Nova Scotia,CA,,,,melrose,NS,false,false,,America/Halifax
Melville,Saskatchewan,CA,,,,melville,SK,false,false,,America/Regina
Memramcook,New Brunswick,CA,,,,memramcook,NB,false,false,,America/Moncton
Meota,Saskatchewan,CA,,,,meota,SK,false,false,,America/Regina
Mercier,Quebec,CA,,,,mercier,QC,false,false,,America/Montreal
Merigomish,Nova Scotia,CA,,,,merigomish,NS,false,false,,America/Halifax
Merlin,Ontario,CA,,,,merlin,ON,false,false,,America/Toronto
Merrickville,Ontario,CA,,,,merrickville,ON,false,false,,America/Toronto
Merritt,British Columbia,CA,,,,merritt,BC,false,false,,America/Vancouver
Metabetchouan,Quebec,CA,,,,metabetchouan,QC,false,false,,America/Montreal
Metcalfe,Ontario,CA,,,,metcalfe,ON,false,false,,America/Toronto
Meteghan,Nova Scotia,CA,,,,meteghan,NS,false,false,,America/Halifax
Metis-sur-Mer,Quebec,CA,,,,metissurmer,QC,false,false,,America/Montreal
Miami,Manitoba,CA,,,,miami,MB,false,false,,America/Winnipeg
Mica Creek,British Columbia,CA,,,,micacreek,BC,false,false,,America/Vancouver
Midale,Saskatchewan,CA,,,,midale,SK,false,false,,America/Regina
Middle Lake,Saskatchewan,CA,,,,middlelake,SK,false,false,,America/Regina
Middleton,Nova Scotia,CA,,,,middleton,NS,false,false,,America/Halifax
Midland,Ontario,CA,,,,midland,ON,false,false,,America/Toronto
Midway,British Columbia,CA,,,,midway,BC,false,false,,America/Vancouver
Milden,Saskatchewan,CA,,,,milden,SK,false,false,,America/Regina
Mildmay,Ontario,CA,,,,mildmay,ON,false,false,,America/Toronto
Milestone,Saskatchewan,CA,,,,milestone,SK,false,false,,America/Regina
Milford Bay,Ontario,CA,,,,milfordbay,ON,false,false,,America/Toronto
Milk River,Alberta,CA,,,,milkriver,AB,false,false,,America/Edmonton
Millbrook,Ontario,CA,,,,millbrook,ON,false,false,,America/Toronto
Millertown,Newfoundland,CA,,,,millertown,NL,false,false,,America/St_Johns
Millet,Alberta,CA,,,,millet,AB,false,false,,America/Edmonton
Millhaven,Ontario,CA,,,,millhaven,ON,false,false,,America/Toronto
Milltown-Head of Bay D`Espoir,Newfoundland,CA,,,,milltownheadofbaydespoir,NL,false,false,,America/St_Johns
Millville,New Brunswick,CA,,,,millville,NB,false,false,,America/Moncton
Milo,Alberta,CA,,,,milo,AB,false,false,,America/Edmonton
Milton,Ontario,CA,,,,milton,ON,false,false,,America/Toronto
Milverton,Ontario,CA,,,,milverton,ON,false,false,,America/Toronto
Minaki,Ontario,CA,,,,minaki,ON,false,false,,America/Toronto
Minburn,Alberta,CA,,,,minburn,AB,false,false,,America/Edmonton
Mindemoya,Ontario,CA,,,,mindemoya,ON,false,false,,America/Toronto
Minden,Ontario,CA,,,,minden,ON,false,false,,America/Toronto
Mine Centre,Ontario,CA,,,,minecentre,ON,false,false,,America/Toronto
Ming`s Bight,Newfoundland,CA,,,,mingsbight,NL,false,false,,America/St_Johns
Miniota,Manitoba,CA,,,,miniota,MB,false,false,,America/Winnipeg
Minnedosa,Manitoba,CA,,,,minnedosa,MB,false,false,,America/Winnipeg
Minto,Manitoba,CA,,,,minto,MB,false,false,,America/Winnipeg
Minto,New Brunswick,CA,,,,minto,NB,false,false,,America/Moncton
Minton,Saskatchewan,CA,,,,minton,SK,false,false,,America/Regina
Mirabel,Quebec,CA,,,,mirabel,QC,false,false,,America/Montreal
Miramichi,New Brunswick,CA,,,,miramichi,NB,false,false,,America/Moncton
Mirror,Alberta,CA,,,,mirror,AB,false,false,,America/Edmonton
Miscou Island,New Brunswick,CA,,,,miscouisland,NB,false,false,,America/Moncton
Missanabie,Ontario,CA,,,,missanabie,ON,false,false,,America/Toronto
Mission,British Columbia,CA,,,,mission,BC,false,false,,America/Vancouver
Mississauga,Ontario,CA,,,,mississauga,ON,false,false,,America/Toronto
Mistassini,Quebec,CA,,,,mistassini,QC,false,false,,America/Montreal
Mistatim,Saskatchewan,CA,,,,mistatim,SK,false,false,,America/Regina
Mitchell,Ontario,CA,,,,mitchell,ON,false,false,,America/Toronto
Mohawks Of The Bay of Quinte F,Ontario,CA,,,,mohawksofthebayofquintef,ON,false,false,,America/Toronto
Moisie,Quebec,CA,,,,moisie,QC,false,false,,America/Montreal
Molanosa,Saskatchewan,CA,,,,molanosa,SK,false,false,,America/Regina
Monastery,Nova Scotia,CA,,,,monastery,NS,false,false,,America/Halifax
Moncton,New Brunswick,CA,,,,moncton,NB,false,false,,America/Moncton
Monkstown,Newfoundland,CA,,,,monkstown,NL,false,false,,America/St_Johns
Monkton,Ontario,CA,,,,monkton,ON,false,false,,America/Toronto
Mont Bechervaise,Quebec,CA,,,,montbechervaise,QC,false,false,,America/Montreal
Mont St Gr�goire,Quebec,CA,,,,montstgrgoire,QC,false,false,,America/Montreal
Mont-Joli,Quebec,CA,,,,montjoli,QC,false,false,,America/Montreal
Mont-Laurier,Quebec,CA,,,,montlaurier,QC,false,false,,America/Montreal
Mont-Louis,Quebec,CA,,,,montlouis,QC,false,false,,America/Montreal
Mont-Rolland,Quebec,CA,,,,montrolland,QC,false,false,,America/Montreal
Mont-Royal,Quebec,CA,,,,montroyal,QC,false,false,,America/Montreal
Mont-St-Hilaire,Quebec,CA,,,,montsthilaire,QC,false,false,,America/Montreal
Mont-St-Pierre,Quebec,CA,,,,montstpierre,QC,false,false,,America/Montreal
Mont-Tremblant,Quebec,CA,,,,monttremblant,QC,false,false,,America/Montreal
Montague,Prince Edward Island,CA,,,,montague,PE,false,false,,America/Halifax
Montebello,Quebec,CA,,,,montebello,QC,false,false,,America/Montreal
Montmagny,Quebec,CA,,,,montmagny,QC,false,false,,America/Montreal
Montmartre,Saskatchewan,CA,,,,montmartre,SK,false,false,,America/Regina
Montney,British Columbia,CA,,,,montney,BC,false,false,,America/Vancouver
Montreal,Quebec,CA,,,,montreal,QC,false,true,,America/Montreal
Montreal - Est,Quebec,CA,,,,montrealest,QC,false,false,,America/Montreal
Montr�al - Nord,Quebec,CA,,,,montralnord,QC,false,false,,America/Montreal
Montr�al - Ouest,Quebec,CA,,,,montralouest,QC,false,false,,America/Montreal
Moonbeam,Ontario,CA,,,,moonbeam,ON,false,false,,America/Toronto
Moonstone,Ontario,CA,,,,moonstone,ON,false,false,,America/Toronto
Mooretown,Ontario,CA,,,,mooretown,ON,false,false,,America/Toronto
Moose Creek,Ontario,CA,,,,moosecreek,ON,false,false,,America/Toronto
Moose Factory,Ontario,CA,,,,moosefactory,ON,false,false,,America/Toronto
Moose Jaw,Saskatchewan,CA,,,,moosejaw,SK,false,false,,America/Regina
Moose Lake,Manitoba,CA,,,,mooselake,MB,false,false,,America/Winnipeg
Moosomin,Saskatchewan,CA,,,,moosomin,SK,false,false,,America/Regina
Moosonee,Ontario,CA,,,,moosonee,ON,false,false,,America/Toronto
Morden,Manitoba,CA,,,,morden,MB,false,false,,America/Winnipeg
Morell,Prince Edward Island,CA,,,,morell,PE,false,false,,America/Halifax
Morin-Heights,Quebec,CA,,,,morinheights,QC,false,false,,America/Montreal
Morinville,Alberta,CA,,,,morinville,AB,false,false,,America/Edmonton
Morley,Alberta,CA,,,,morley,AB,false,false,,America/Edmonton
Morrin,Alberta,CA,,,,morrin,AB,false,false,,America/Edmonton
Morris,Manitoba,CA,,,,morris,MB,false,false,,America/Winnipeg
Morrisburg,Ontario,CA,,,,morrisburg,ON,false,false,,America/Toronto
Morse,Saskatchewan,CA,,,,morse,SK,false,false,,America/Regina
Morson,Ontario,CA,,,,morson,ON,false,false,,America/Toronto
Mortlach,Saskatchewan,CA,,,,mortlach,SK,false,false,,America/Regina
Mossbank,Saskatchewan,CA,,,,mossbank,SK,false,false,,America/Regina
Mount Albert,Ontario,CA,,,,mountalbert,ON,false,false,,America/Toronto
Mount Brydges,Ontario,CA,,,,mountbrydges,ON,false,false,,America/Toronto
Mount Carmel-Mitchells Brook-S,Newfoundland,CA,,,,mountcarmelmitchellsbrooks,NL,false,false,,America/St_Johns
Mount Forest,Ontario,CA,,,,mountforest,ON,false,false,,America/Toronto
Mount Hope,Ontario,CA,,,,mounthope,ON,false,false,,America/Toronto
Mount Moriah,Newfoundland,CA,,,,mountmoriah,NL,false,false,,America/St_Johns
Mount Pearl,Newfoundland,CA,,,,mountpearl,NL,false,false,,America/St_Johns
Mount Pleasant,Ontario,CA,,,,mountpleasant,ON,false,false,,America/Toronto
Mount Stewart,Prince Edward Island,CA,,,,mountstewart,PE,false,false,,America/Halifax
Mount Uniacke,Nova Scotia,CA,,,,mountuniacke,NS,false,false,,America/Halifax
Moyie,British Columbia,CA,,,,moyie,BC,false,false,,America/Vancouver
Mulgrave,Nova Scotia,CA,,,,mulgrave,NS,false,false,,America/Halifax
Mulhurst,Alberta,CA,,,,mulhurst,AB,false,false,,America/Edmonton
Muncho Lake,British Columbia,CA,,,,muncholake,BC,false,false,,America/Vancouver
Mundare,Alberta,CA,,,,mundare,AB,false,false,,America/Edmonton
Murdochville,Quebec,CA,,,,murdochville,QC,false,false,,America/Montreal
Murray River,Prince Edward Island,CA,,,,murrayriver,PE,false,false,,America/Halifax
Musgrave Harbour,Newfoundland,CA,,,,musgraveharbour,NL,false,false,,America/St_Johns
Musgravetown,Newfoundland,CA,,,,musgravetown,NL,false,false,,America/St_Johns
Muskoka,Ontario,CA,,,,muskoka,ON,false,false,,America/Toronto
Muskoka Falls,Ontario,CA,,,,muskokafalls,ON,false,false,,America/Toronto
Muskrat Dam,Ontario,CA,,,,muskratdam,ON,false,false,,America/Toronto
Muskrat Dam First Nation,Ontario,CA,,,,muskratdamfirstnation,ON,false,false,,America/Toronto
Musquodoboit Harbour,Nova Scotia,CA,,,,musquodoboitharbour,NS,false,false,,America/Halifax
Mutton Bay,Quebec,CA,,,,muttonbay,QC,false,false,,America/Montreal
Myrnam,Alberta,CA,,,,myrnam,AB,false,false,,America/Edmonton
M`Chigeeng,Ontario,CA,,,,mchigeeng,ON,false,false,,America/Toronto
Nackawic,New Brunswick,CA,,,,nackawic,NB,false,false,,America/Moncton
Nahanni Butte,Northwest Territories,CA,,,,nahannibutte,NT,false,false,,America/Yellowknife
Naicam,Saskatchewan,CA,,,,naicam,SK,false,false,,America/Regina
Nain,Newfoundland,CA,,,,nain,NL,false,false,,America/St_Johns
Nairn,Ontario,CA,,,,nairn,ON,false,false,,America/Toronto
Naiscoutaing First Nation,Ontario,CA,,,,naiscoutaingfirstnation,ON,false,false,,America/Toronto
Nakina,Ontario,CA,,,,nakina,ON,false,false,,America/Toronto
Nakusp,British Columbia,CA,,,,nakusp,BC,false,false,,America/Vancouver
Namao,Alberta,CA,,,,namao,AB,false,false,,America/Edmonton
Nampa,Alberta,CA,,,,nampa,AB,false,false,,America/Edmonton
Nanaimo,British Columbia,CA,,,,nanaimo,BC,false,false,,America/Vancouver
Nantes,Quebec,CA,,,,nantes,QC,false,false,,America/Montreal
Nanticoke,Ontario,CA,,,,nanticoke,ON,false,false,,America/Toronto
Nanton,Alberta,CA,,,,nanton,AB,false,false,,America/Edmonton
Napanee,Ontario,CA,,,,napanee,ON,false,false,,America/Toronto
Napierville,Quebec,CA,,,,napierville,QC,false,false,,America/Montreal
Naramata,British Columbia,CA,,,,naramata,BC,false,false,,America/Vancouver
Natashquan,Quebec,CA,,,,natashquan,QC,false,false,,America/Montreal
Navan,Ontario,CA,,,,navan,ON,false,false,,America/Toronto
Nedelec,Quebec,CA,,,,nedelec,QC,false,false,,America/Montreal
Neepawa,Manitoba,CA,,,,neepawa,MB,false,false,,America/Winnipeg
Neguac,New Brunswick,CA,,,,neguac,NB,false,false,,America/Moncton
Neidpath,Saskatchewan,CA,,,,neidpath,SK,false,false,,America/Regina
Neilburg,Saskatchewan,CA,,,,neilburg,SK,false,false,,America/Regina
Nelson,British Columbia,CA,,,,nelson,BC,false,false,,America/Vancouver
Nelson House,Manitoba,CA,,,,nelsonhouse,MB,false,false,,America/Winnipeg
Nepean,Ontario,CA,,,,nepean,ON,false,false,,America/Toronto
Nephton,Ontario,CA,,,,nephton,ON,false,false,,America/Toronto
Nestor Falls,Ontario,CA,,,,nestorfalls,ON,false,false,,America/Toronto
Neudorf,Saskatchewan,CA,,,,neudorf,SK,false,false,,America/Regina
Neustadt,Ontario,CA,,,,neustadt,ON,false,false,,America/Toronto
Neuville,Quebec,CA,,,,neuville,QC,false,false,,America/Montreal
Neville,Saskatchewan,CA,,,,neville,SK,false,false,,America/Regina
New Aiyansh,British Columbia,CA,,,,newaiyansh,BC,false,false,,America/Vancouver
New Carlisle,Quebec,CA,,,,newcarlisle,QC,false,false,,America/Montreal
New Dayton,Alberta,CA,,,,newdayton,AB,false,false,,America/Edmonton
New Denmark,New Brunswick,CA,,,,newdenmark,NB,false,false,,America/Moncton
New Denver,British Columbia,CA,,,,newdenver,BC,false,false,,America/Vancouver
New Dundee,Ontario,CA,,,,newdundee,ON,false,false,,America/Toronto
New Germany,Nova Scotia,CA,,,,newgermany,NS,false,false,,America/Halifax
New Glasgow,Nova Scotia,CA,,,,newglasgow,NS,false,false,,America/Halifax
New Glasgow,Quebec,CA,,,,newglasgow,QC,false,false,,America/Montreal
New Hamburg,Ontario,CA,,,,newhamburg,ON,false,false,,America/Toronto
New Harbour,Newfoundland,CA,,,,newharbour,NL,false,false,,America/St_Johns
New Haven,Prince Edward Island,CA,,,,newhaven,PE,false,false,,America/Halifax
New Liskeard,Ontario,CA,,,,newliskeard,ON,false,false,,America/Toronto
New London,Prince Edward Island,CA,,,,newlondon,PE,false,false,,America/Halifax
New Norway,Alberta,CA,,,,newnorway,AB,false,false,,America/Edmonton
New Perlican,Newfoundland,CA,,,,newperlican,NL,false,false,,America/St_Johns
New Richmond,Quebec,CA,,,,newrichmond,QC,false,false,,America/Montreal
New Ross,Nova Scotia,CA,,,,newross,NS,false,false,,America/Halifax
New Sarepta,Alberta,CA,,,,newsarepta,AB,false,false,,America/Edmonton
New Tecumseth,Ontario,CA,,,,newtecumseth,ON,false,false,,America/Toronto
New Waterford,Nova Scotia,CA,,,,newwaterford,NS,false,false,,America/Halifax
New Westminster,British Columbia,CA,,,,newwestminster,BC,false,false,,America/Vancouver
New-Wes-Valley,Newfoundland,CA,,,,newwesvalley,NL,false,false,,America/St_Johns
Newbrook,Alberta,CA,,,,newbrook,AB,false,false,,America/Edmonton
Newburgh,Ontario,CA,,,,newburgh,ON,false,false,,America/Toronto
Newcastle,Ontario,CA,,,,newcastle,ON,false,false,,America/Toronto
Newdale,Manitoba,CA,,,,newdale,MB,false,false,,America/Winnipeg
Newmarket,Ontario,CA,,,,newmarket,ON,false,false,,America/Toronto
Newport,Quebec,CA,,,,newport,QC,false,false,,America/Montreal
Newtonville,Ontario,CA,,,,newtonville,ON,false,false,,America/Toronto
Niagara Falls,Ontario,CA,,,,niagarafalls,ON,false,false,,America/Toronto
Niagara-on-the-Lake,Ontario,CA,,,,niagaraonthelake,ON,false,false,,America/Toronto
Nickel Centre,Ontario,CA,,,,nickelcentre,ON,false,false,,America/Toronto
Nicolet,Quebec,CA,,,,nicolet,QC,false,false,,America/Montreal
Nimpo Lake,British Columbia,CA,,,,nimpolake,BC,false,false,,America/Vancouver
Nipawin,Saskatchewan,CA,,,,nipawin,SK,false,false,,America/Regina
Nipigon,Ontario,CA,,,,nipigon,ON,false,false,,America/Toronto
Nipissing First Nation,Ontario,CA,,,,nipissingfirstnation,ON,false,false,,America/Toronto
Nippers Harbour,Newfoundland,CA,,,,nippersharbour,NL,false,false,,America/St_Johns
Nisku,Alberta,CA,,,,nisku,AB,false,false,,America/Edmonton
Niton Junction,Alberta,CA,,,,nitonjunction,AB,false,false,,America/Edmonton
Niverville,Manitoba,CA,,,,niverville,MB,false,false,,America/Winnipeg
Nobel,Ontario,CA,,,,nobel,ON,false,false,,America/Toronto
Nobleford,Alberta,CA,,,,nobleford,AB,false,false,,America/Edmonton
Nobleton,Ontario,CA,,,,nobleton,ON,false,false,,America/Toronto
Noel,Nova Scotia,CA,,,,noel,NS,false,false,,America/Halifax
Noelville,Ontario,CA,,,,noelville,ON,false,false,,America/Toronto
Nokomis,Saskatchewan,CA,,,,nokomis,SK,false,false,,America/Regina
Norbertville,Quebec,CA,,,,norbertville,QC,false,false,,America/Montreal
Nordegg,Alberta,CA,,,,nordegg,AB,false,false,,America/Edmonton
Norman Wells,Northwest Territories,CA,,,,normanwells,NT,false,false,,America/Yellowknife
Normandin,Quebec,CA,,,,normandin,QC,false,false,,America/Montreal
Norman`s Cove-Long Cove,Newfoundland,CA,,,,normanscovelongcove,NL,false,false,,America/St_Johns
Normetal,Quebec,CA,,,,normetal,QC,false,false,,America/Montreal
Norquay,Saskatchewan,CA,,,,norquay,SK,false,false,,America/Regina
Norris Arm,Newfoundland,CA,,,,norrisarm,NL,false,false,,America/St_Johns
North Augusta,Ontario,CA,,,,northaugusta,ON,false,false,,America/Toronto
North Battleford,Saskatchewan,CA,,,,northbattleford,SK,false,false,,America/Regina
North Bay,Ontario,CA,,,,northbay,ON,false,false,,America/Toronto
North Gower,Ontario,CA,,,,northgower,ON,false,false,,America/Toronto
North Hatley,Quebec,CA,,,,northhatley,QC,false,false,,America/Montreal
North Portal,Saskatchewan,CA,,,,northportal,SK,false,false,,America/Regina
North Saanich,British Columbia,CA,,,,northsaanich,BC,false,false,,America/Vancouver
North Spirit Lake,Ontario,CA,,,,northspiritlake,ON,false,false,,America/Toronto
North Sydney,Nova Scotia,CA,,,,northsydney,NS,false,false,,America/Halifax
North Vancouver,British Columbia,CA,,,,northvancouver,BC,false,false,,America/Vancouver
North West River,Newfoundland,CA,,,,northwestriver,NL,false,false,,America/St_Johns
North York,Ontario,CA,,,,northyork,ON,false,false,,America/Toronto
Northbrook,Ontario,CA,,,,northbrook,ON,false,false,,America/Toronto
Northern Arm,Newfoundland,CA,,,,northernarm,NL,false,false,,America/St_Johns
Norton,New Brunswick,CA,,,,norton,NB,false,false,,America/Moncton
Norval,Ontario,CA,,,,norval,ON,false,false,,America/Toronto
Norway House,Manitoba,CA,,,,norwayhouse,MB,false,false,,America/Winnipeg
Norwich,Ontario,CA,,,,norwich,ON,false,false,,America/Toronto
Norwood,Ontario,CA,,,,norwood,ON,false,false,,America/Toronto
Notre Dame de Bonsecours,Quebec,CA,,,,notredamedebonsecours,QC,false,false,,America/Montreal
Notre Dame de Lourdes,Manitoba,CA,,,,notredamedelourdes,MB,false,false,,America/Winnipeg
Notre Dame de Lourdes,Quebec,CA,,,,notredamedelourdes,QC,false,false,,America/Montreal
Notre Dame De L`Ile Perrot,Quebec,CA,,,,notredamedelileperrot,QC,false,false,,America/Montreal
Notre Dame des Laurentides,Quebec,CA,,,,notredamedeslaurentides,QC,false,false,,America/Montreal
Notre Dame Des Prairies,Quebec,CA,,,,notredamedesprairies,QC,false,false,,America/Montreal
